time,x,y,z,product,zone,shelf
52.676,5.0,1.7000000476837158,12.0,,sin_clasificar,
52.688,5.0,1.7000000476837158,12.0,,sin_clasificar,
52.758,5.0,1.7000000476837158,12.0,,sin_clasificar,
52.765,5.0,1.7000000476837158,12.0,,sin_clasificar,
52.79,5.0,1.7000000476837158,12.0,,sin_clasificar,
52.838,5.0,1.7000000476837158,12.0,,sin_clasificar,
52.864,5.0,1.7000000476837158,12.0,,sin_clasificar,
52.898,5.0,1.7000000476837158,12.0,,sin_clasificar,
52.944,5.0,1.7000000476837158,12.0,,sin_clasificar,
52.968,5.0,1.7000000476837158,12.0,,sin_clasificar,
53.002,5.0,1.7000000476837158,12.0,,sin_clasificar,
53.052,5.0,1.7000000476837158,12.0,,sin_clasificar,
53.074,5.0,1.7000000476837158,12.0,,sin_clasificar,
53.108,5.0,1.7000000476837158,12.0,,sin_clasificar,
53.156,5.0,1.7000000476837158,12.0,,sin_clasificar,
53.177,5.0,1.7000000476837158,12.0,,sin_clasificar,
53.214,5.0,1.7000000476837158,12.0,,sin_clasificar,
53.263,5.0,1.7000000476837158,12.0,,sin_clasificar,
53.286,5.0,1.7000000476837158,12.0,,sin_clasificar,
53.323,5.0,1.7000000476837158,12.0,,sin_clasificar,
53.369,5.0,1.7000000476837158,12.0,,sin_clasificar,
53.396,5.0,1.7000000476837158,12.0,,sin_clasificar,
53.427,5.0,1.7000000476837158,12.0,,sin_clasificar,
53.471,5.0,1.7000000476837158,12.0,,sin_clasificar,
53.495,5.0,1.7000000476837158,12.0,,sin_clasificar,
53.535,5.0,1.7000000476837158,11.949999809265137,,sin_clasificar,
53.578,5.0,1.7000000476837158,11.899999618530273,,sin_clasificar,
53.604,5.0,1.7000000476837158,11.84999942779541,,sin_clasificar,
53.641,5.0,1.7000000476837158,11.799999237060547,,sin_clasificar,
53.69,5.0,1.7000000476837158,11.749999046325684,,sin_clasificar,
53.711,5.0,1.7000000476837158,11.69999885559082,,sin_clasificar,
53.747,5.0,1.7000000476837158,11.649998664855957,,sin_clasificar,
53.794,5.0,1.7000000476837158,11.599998474121094,,sin_clasificar,
53.821,5.0,1.7000000476837158,11.54999828338623,,sin_clasificar,
53.855,5.0,1.7000000476837158,11.499998092651367,,sin_clasificar,
53.922,5.0,1.7000000476837158,11.449997901916504,,sin_clasificar,
53.944,5.0,1.7000000476837158,11.39999771118164,,sin_clasificar,
53.982,5.0,1.7000000476837158,11.349997520446777,,sin_clasificar,
54.037,5.0,1.7000000476837158,11.299997329711914,,sin_clasificar,
54.062,5.0,1.7000000476837158,11.24999713897705,,sin_clasificar,
54.096,5.0,1.7000000476837158,11.199996948242188,,sin_clasificar,
54.14,5.0,1.7000000476837158,11.149996757507324,,sin_clasificar,
54.164,5.0,1.7000000476837158,11.099996566772461,,sin_clasificar,
54.2,5.0,1.7000000476837158,11.049996376037598,,sin_clasificar,
54.246,5.0,1.7000000476837158,10.999996185302734,,sin_clasificar,
54.271,5.0,1.7000000476837158,10.949995994567871,,sin_clasificar,
54.31,4.999127388000488,1.7000000476837158,10.900003433227539,,sin_clasificar,
54.357,4.997295379638672,1.700087308883667,10.85003662109375,,sin_clasificar,
54.377,4.9941558837890625,1.7002618312835693,10.800135612487793,,sin_clasificar,
54.416,4.989450454711914,1.7005236148834229,10.750358581542969,,sin_clasificar,
54.463,4.984050750732422,1.7007853984832764,10.700652122497559,,sin_clasificar,
54.487,4.978390693664551,1.7010471820831299,10.65097427368164,,sin_clasificar,
54.523,4.972557067871094,1.7013962268829346,10.601317405700684,,sin_clasificar,
54.566,4.966550350189209,1.7017452716827393,10.551680564880371,,sin_clasificar,
54.59,4.9602837562561035,1.702094316482544,10.502076148986816,,sin_clasificar,
54.643,4.95384407043457,1.7024433612823486,10.452493667602539,,sin_clasificar,
54.688,4.947318077087402,1.7027924060821533,10.402922630310059,,sin_clasificar,
54.712,4.940792083740234,1.703141450881958,10.353351593017578,,sin_clasificar,
54.751,4.934266090393066,1.7034904956817627,10.303780555725098,,sin_clasificar,
54.797,4.927740097045898,1.7038395404815674,10.254209518432617,,sin_clasificar,
54.822,4.9212141036987305,1.704188585281372,10.204638481140137,,sin_clasificar,
54.855,4.9146881103515625,1.7045376300811768,10.155067443847656,,sin_clasificar,
54.903,4.9081621170043945,1.7048866748809814,10.105496406555176,,sin_clasificar,
54.926,4.901636123657227,1.7052357196807861,10.055925369262695,,sin_clasificar,
54.962,4.895110130310059,1.7055847644805908,10.006354331970215,,sin_clasificar,
55.005,4.888584136962891,1.7059338092803955,9.956783294677734,,entrada,
55.032,4.882058143615723,1.7062828540802002,9.907212257385254,,entrada,
55.066,4.875532150268555,1.7066318988800049,9.857641220092773,,entrada,
55.114,4.869006156921387,1.7069809436798096,9.808070182800293,,entrada,
55.137,4.862480163574219,1.7073299884796143,9.758499145507812,,entrada,
55.171,4.855954170227051,1.707679033279419,9.708928108215332,,entrada,
55.221,4.849428176879883,1.7080280780792236,9.659357070922852,,entrada,
55.241,4.842902183532715,1.7083771228790283,9.609786033630371,,entrada,
55.276,4.836376190185547,1.708726167678833,9.56021499633789,,entrada,
55.324,4.829850196838379,1.7090752124786377,9.51064395904541,,entrada,
55.347,4.823324203491211,1.7094242572784424,9.46107292175293,,entrada,
55.384,4.816798210144043,1.709773302078247,9.41150188446045,,entrada,
55.427,4.810272216796875,1.7101223468780518,9.361930847167969,,entrada,
55.447,4.803746223449707,1.7104713916778564,9.312359809875488,,entrada,
55.482,4.797220230102539,1.7108204364776611,9.262788772583008,,entrada,
55.531,4.790694236755371,1.7111694812774658,9.213217735290527,,entrada,
55.552,4.784168243408203,1.7115185260772705,9.163646697998047,,entrada,
55.586,4.777642250061035,1.7118675708770752,9.114075660705566,,entrada,
55.632,4.771116256713867,1.7122166156768799,9.064504623413086,,entrada,
55.655,4.764590263366699,1.7125656604766846,9.014933586120605,,entrada,
55.694,4.758064270019531,1.7129147052764893,8.965362548828125,,entrada,
55.738,4.751538276672363,1.713263750076294,8.915791511535645,,entrada,
55.762,4.745012283325195,1.7136127948760986,8.866220474243164,,entrada,
55.798,4.738486289978027,1.7139618396759033,8.816649436950684,,entrada,
55.844,4.731960296630859,1.714310884475708,8.767078399658203,,entrada,
55.864,4.725434303283691,1.7146599292755127,8.717507362365723,,entrada,
55.902,4.718908309936523,1.7150089740753174,8.667936325073242,,entrada,
55.962,4.713161468505859,1.715270757675171,8.618268013000488,,entrada,
55.982,4.708282470703125,1.7154452800750732,8.568507194519043,,entrada,
56.015,4.7040114402771,1.7156198024749756,8.51869010925293,,entrada,
56.061,4.7003493309021,1.7157070636749268,8.46882438659668,,entrada,
56.083,4.697383880615234,1.7157070636749268,8.418911933898926,,entrada,
56.118,4.694854259490967,1.7157070636749268,8.368975639343262,,entrada,
56.165,4.692847728729248,1.7156198024749756,8.319016456604004,,entrada,
56.188,4.691713333129883,1.7154452800750732,8.26902961730957,,entrada,
56.221,4.691364288330078,1.7150962352752686,8.219032287597656,,entrada,
56.269,4.691713333129883,1.7144854068756104,8.169036865234375,,entrada,
56.295,4.692759990692139,1.7134382724761963,8.119058609008789,,entrada,
56.327,4.69467830657959,1.711954951286316,8.069117546081543,,entrada,
56.376,4.6970319747924805,1.7100355625152588,8.019209861755371,,entrada,
56.399,4.6999945640563965,1.7078546285629272,7.969345569610596,,entrada,
56.433,4.7038254737854,1.7053250074386597,7.919556617736816,,entrada,
56.481,4.70835018157959,1.7025339603424072,7.869840145111084,,entrada,
56.504,4.71373987197876,1.69948148727417,7.820225238800049,,entrada,
56.538,4.720337390899658,1.6960806846618652,7.770779132843018,,entrada,
56.582,4.727365493774414,1.6925928592681885,7.72139835357666,,entrada,
56.603,4.7343926429748535,1.6890180110931396,7.672023773193359,,entrada,
56.638,4.741419792175293,1.6854431629180908,7.622649192810059,,entrada,
56.686,4.748446941375732,1.681868314743042,7.573274612426758,,entrada,
56.71,4.755474090576172,1.6782934665679932,7.523900032043457,,entrada,
56.744,4.762501239776611,1.6747186183929443,7.474525451660156,,entrada,
56.791,4.769528388977051,1.6711437702178955,7.4251508712768555,,entrada,
56.816,4.77655553817749,1.6675689220428467,7.375776290893555,,entrada,
56.85,4.78358268737793,1.6639940738677979,7.326401710510254,,entrada,
56.896,4.78358268737793,1.6639940738677979,7.326401710510254,,entrada,
56.918,4.78358268737793,1.6639940738677979,7.326401710510254,,entrada,
56.956,4.78358268737793,1.6639940738677979,7.326401710510254,,entrada,
57.002,4.78358268737793,1.6639940738677979,7.326401710510254,,entrada,
57.025,4.78358268737793,1.6639940738677979,7.326401710510254,,entrada,
57.06,4.78358268737793,1.6639940738677979,7.326401710510254,,entrada,
57.108,4.78358268737793,1.6639940738677979,7.326401710510254,,entrada,
57.129,4.78358268737793,1.6639940738677979,7.326401710510254,,entrada,
57.163,4.78358268737793,1.6639940738677979,7.326401710510254,,entrada,
57.207,4.78358268737793,1.6639940738677979,7.326401710510254,,entrada,
57.232,4.790609836578369,1.660419225692749,7.277027130126953,,entrada,
