time,x,y,z,product,zone,shelf
32.07,5.0,1.7000000476837158,12.0,,sin_clasificar,
32.083,5.0,1.7000000476837158,12.0,,sin_clasificar,
32.154,5.0,1.7000000476837158,12.0,,sin_clasificar,
32.16,5.0,1.7000000476837158,12.0,,sin_clasificar,
32.184,5.0,1.7000000476837158,12.0,,sin_clasificar,
32.233,5.0,1.7000000476837158,12.0,,sin_clasificar,
32.255,5.0,1.7000000476837158,12.0,,sin_clasificar,
32.296,5.0,1.7000000476837158,12.0,,sin_clasificar,
32.345,5.0,1.7000000476837158,12.0,,sin_clasificar,
32.367,5.0,1.7000000476837158,12.0,,sin_clasificar,
32.406,5.0,1.7000000476837158,12.0,,sin_clasificar,
32.454,5.0,1.7000000476837158,12.0,,sin_clasificar,
32.478,5.0,1.7000000476837158,12.0,,sin_clasificar,
32.515,5.0,1.7000000476837158,12.0,,sin_clasificar,
32.56,5.0,1.7000000476837158,12.0,,sin_clasificar,
32.586,5.0,1.7000000476837158,12.0,,sin_clasificar,
32.622,5.0,1.7000000476837158,12.0,,sin_clasificar,
32.668,5.0,1.7000000476837158,12.0,,sin_clasificar,
32.696,5.0,1.7000000476837158,12.0,,sin_clasificar,
32.733,5.0,1.7000000476837158,12.0,,sin_clasificar,
32.781,5.0,1.7000000476837158,12.0,,sin_clasificar,
32.806,5.0,1.7000000476837158,12.0,,sin_clasificar,
32.84,5.0,1.7000000476837158,12.0,,sin_clasificar,
32.888,5.0,1.7000000476837158,12.0,,sin_clasificar,
32.915,5.0,1.7000000476837158,12.0,,sin_clasificar,
32.948,5.0,1.7000000476837158,12.0,,sin_clasificar,
32.995,5.0,1.7000000476837158,12.0,,sin_clasificar,
33.022,5.0,1.7000000476837158,12.0,,sin_clasificar,
33.057,5.0,1.7000000476837158,12.0,,sin_clasificar,
33.102,5.0,1.7000000476837158,12.0,,sin_clasificar,
33.129,5.0,1.7000000476837158,12.0,,sin_clasificar,
33.163,5.0,1.7000000476837158,12.0,,sin_clasificar,
33.21,5.0,1.7000000476837158,12.0,,sin_clasificar,
33.234,5.0,1.7000000476837158,12.0,,sin_clasificar,
33.273,5.0,1.7000000476837158,12.0,,sin_clasificar,
33.322,5.0,1.7000000476837158,12.0,,sin_clasificar,
33.342,5.0,1.7000000476837158,12.0,,sin_clasificar,
33.381,5.0,1.7000000476837158,12.0,,sin_clasificar,
33.427,5.0,1.7000000476837158,12.0,,sin_clasificar,
33.449,5.0,1.7000000476837158,12.0,,sin_clasificar,
33.485,5.0,1.7000000476837158,12.0,,sin_clasificar,
33.534,5.0,1.7000000476837158,12.0,,sin_clasificar,
33.56,5.0,1.7000000476837158,12.0,,sin_clasificar,
33.596,5.0,1.7000000476837158,12.0,,sin_clasificar,
33.646,5.0,1.7000000476837158,12.0,,sin_clasificar,
33.666,5.0,1.7000000476837158,12.0,,sin_clasificar,
33.702,5.0,1.7000000476837158,12.0,,sin_clasificar,
33.757,5.0,1.7000000476837158,12.0,,sin_clasificar,
33.781,5.0,1.7000000476837158,11.949999809265137,,sin_clasificar,
33.82,5.0,1.7000000476837158,11.899999618530273,,sin_clasificar,
33.87,5.0,1.7000000476837158,11.84999942779541,,sin_clasificar,
33.895,5.0,1.7000000476837158,11.799999237060547,,sin_clasificar,
33.93,5.0,1.7000000476837158,11.749999046325684,,sin_clasificar,
33.979,5.0,1.7000000476837158,11.69999885559082,,sin_clasificar,
34.001,5.0,1.7000000476837158,11.649998664855957,,sin_clasificar,
34.037,5.0,1.7000000476837158,11.599998474121094,,sin_clasificar,
34.083,5.0,1.7000000476837158,11.54999828338623,,sin_clasificar,
34.109,5.0,1.7000000476837158,11.499998092651367,,sin_clasificar,
34.143,5.0,1.7000000476837158,11.449997901916504,,sin_clasificar,
34.189,5.0,1.7000000476837158,11.39999771118164,,sin_clasificar,
34.211,5.0,1.7000000476837158,11.349997520446777,,sin_clasificar,
34.251,5.0,1.7000000476837158,11.299997329711914,,sin_clasificar,
34.297,5.0,1.7000000476837158,11.24999713897705,,sin_clasificar,
34.321,5.0,1.7000000476837158,11.199996948242188,,sin_clasificar,
34.364,4.999389171600342,1.7000000476837158,11.15000057220459,,sin_clasificar,
34.41,4.998167514801025,1.7000000476837158,11.100015640258789,,sin_clasificar,
34.435,4.995550632476807,1.7000000476837158,11.050084114074707,,sin_clasificar,
34.472,4.991192817687988,1.700087308883667,11.000274658203125,,sin_clasificar,
34.52,4.985879421234131,1.7001745700836182,10.950557708740234,,sin_clasificar,
34.542,4.9804792404174805,1.7002618312835693,10.900850296020508,,sin_clasificar,
34.581,4.974905967712402,1.7003490924835205,10.85116195678711,,sin_clasificar,
34.627,4.969072341918945,1.7004363536834717,10.80150318145752,,sin_clasificar,
34.659,4.962978839874268,1.7005236148834229,10.751875877380371,,sin_clasificar,
34.695,4.956366062164307,1.7006981372833252,10.702315330505371,,sin_clasificar,
34.74,4.949234485626221,1.7009599208831787,10.652827262878418,,sin_clasificar,
34.764,4.941671371459961,1.7012217044830322,10.603403091430664,,sin_clasificar,
34.8,4.933677673339844,1.7017452716827393,10.554048538208008,,sin_clasificar,
34.849,4.925082683563232,1.7027051448822021,10.504801750183105,,sin_clasificar,
34.873,4.9158034324646,1.7041884660720825,10.455692291259766,,sin_clasificar,
34.906,4.905840873718262,1.7059334516525269,10.406725883483887,,sin_clasificar,
34.952,4.895196437835693,1.7077655792236328,10.357906341552734,,sin_clasificar,
34.976,4.884297847747803,1.7097721099853516,10.309149742126465,,sin_clasificar,
35.012,4.873229503631592,1.7117786407470703,10.260431289672852,,sin_clasificar,
35.06,4.862161159515381,1.713785171508789,10.211712837219238,,sin_clasificar,
35.08,4.85109281539917,1.7157917022705078,10.162994384765625,,sin_clasificar,
35.118,4.8398542404174805,1.7177982330322266,10.114315032958984,,sin_clasificar,
35.165,4.8283610343933105,1.7198047637939453,10.065695762634277,,sin_clasificar,
35.188,4.816443920135498,1.721811294555664,10.017178535461426,,sin_clasificar,
35.224,4.804189205169678,1.723905086517334,9.968749046325684,,entrada,
35.273,4.791681289672852,1.725998878479004,9.920384407043457,,entrada,
35.294,4.7790045738220215,1.7280926704406738,9.872063636779785,,entrada,
35.33,4.766327857971191,1.7301864624023438,9.823742866516113,,entrada,
35.378,4.753651142120361,1.7322802543640137,9.775422096252441,,entrada,
35.402,4.741142272949219,1.7342867851257324,9.72705364227295,,entrada,
35.437,4.728714466094971,1.7359445095062256,9.678650856018066,,entrada,
35.488,4.716200351715088,1.7373405694961548,9.63026237487793,,entrada,
35.511,4.7033467292785645,1.7383877038955688,9.581954002380371,,entrada,
35.545,4.690155029296875,1.7392603158950806,9.533733367919922,,entrada,
35.593,4.6763739585876465,1.7397838830947876,9.485672950744629,,entrada,
35.617,4.662089824676514,1.7400456666946411,9.43775749206543,,entrada,
35.651,4.647554874420166,1.7402201890945435,9.389917373657227,,entrada,
35.7,4.632602691650391,1.7401329278945923,9.342205047607422,,entrada,
35.723,4.617151737213135,1.73995840549469,9.294652938842773,,entrada,
35.757,4.601452827453613,1.739522099494934,9.247183799743652,,entrada,
35.806,4.585505962371826,1.738998532295227,9.199797630310059,,entrada,
