time,x,y,z,product,zone,shelf
25.656,5.0,1.7000000476837158,12.0,,sin_clasificar,
25.67,5.0,1.7000000476837158,12.0,,sin_clasificar,
25.744,5.0,1.7000000476837158,12.0,,sin_clasificar,
25.75,5.0,1.7000000476837158,12.0,,sin_clasificar,
25.773,5.0,1.7000000476837158,12.0,,sin_clasificar,
25.823,5.0,1.7000000476837158,12.0,,sin_clasificar,
25.855,5.0,1.7000000476837158,12.0,,sin_clasificar,
25.897,5.0,1.7000000476837158,12.0,,sin_clasificar,
25.951,5.0,1.7000000476837158,12.0,,sin_clasificar,
25.995,5.0,1.7000000476837158,12.0,,sin_clasificar,
26.035,5.0,1.7000000476837158,12.0,,sin_clasificar,
26.084,5.0,1.7000000476837158,12.0,,sin_clasificar,
26.112,5.0,1.7000000476837158,12.0,,sin_clasificar,
26.15,5.0,1.7000000476837158,12.0,,sin_clasificar,
26.201,5.0,1.7000000476837158,12.0,,sin_clasificar,
26.228,5.0,1.7000000476837158,11.949999809265137,,sin_clasificar,
26.267,5.0,1.7000000476837158,11.899999618530273,,sin_clasificar,
26.321,5.0,1.7000000476837158,11.84999942779541,,sin_clasificar,
26.347,5.0,1.7000000476837158,11.799999237060547,,sin_clasificar,
26.386,5.0,1.7000000476837158,11.749999046325684,,sin_clasificar,
26.437,5.0,1.7000000476837158,11.69999885559082,,sin_clasificar,
26.466,5.0,1.7000000476837158,11.649998664855957,,sin_clasificar,
26.506,5.0,1.7000000476837158,11.599998474121094,,sin_clasificar,
26.559,5.0,1.7000000476837158,11.54999828338623,,sin_clasificar,
26.589,5.0,1.7000000476837158,11.499998092651367,,sin_clasificar,
26.628,5.0,1.7000000476837158,11.449997901916504,,sin_clasificar,
26.68,5.0,1.7000000476837158,11.39999771118164,,sin_clasificar,
26.705,5.0,1.7000000476837158,11.349997520446777,,sin_clasificar,
26.743,5.0,1.7000000476837158,11.299997329711914,,sin_clasificar,
26.796,5.0,1.7000000476837158,11.24999713897705,,sin_clasificar,
26.822,5.0,1.7000000476837158,11.199996948242188,,sin_clasificar,
26.864,5.0,1.7000000476837158,11.149996757507324,,sin_clasificar,
26.919,5.0,1.7000000476837158,11.099996566772461,,sin_clasificar,
